date,value
2015-05-01,1730758,5505100,5512200,5438500
2015-04-30,2359357,5585600,5611100,5467200
2015-04-29,1680892,5605100,5658400,559
2015-04-28,1859750,5643200,5678300,5609600
2015-04-27,2398657,5727700,5755200,5623000
2015-04-24,4608117,5800500,5847000,5683500
2015-04-23,3832155,5504100,5611700,5500800
2015-04-22,1588353,5430600,551,5413200
2015-04-21,1456074,5463100,5477745,5422100
2015-04-20,1925377,5337500,5458000,5333500
2015-04-17,2458770,5373100,5398000,529
2015-04-16,1582777,5383500,5452290,5381000
2015-04-15,2345682,5379600,5431900,5323700
2015-04-14,2357586,5465700,5465700,5357400
2015-04-13,1466277,5470500,5532700,5463000
2015-04-10,1305197,5495700,5498500,5449800
2015-04-09,1617785,5492100,5493700,5419510
2015-04-08,1419291,546,5515000,546
2015-04-07,1365906,5449900,5501600,5435850
2015-04-06,1684445,5388400,5455400,5357000
2015-04-02,2387229,5474100,548,5404400
2015-04-01,1936432,5548300,5585000,5460300
2015-03-31,1746223,5579400,5624500,5546700
2015-03-30,1238950,5602500,5621600,5567900
2015-03-27,1725780,5618300,5640660,5569300
2015-03-26,2489407,5646500,5671900,5583100
2015-03-25,778,5775700,5800700,567
2015-03-24,3952003,5685400,5818800,5680900
2015-03-23,1501661,566,5696399,5630600
2015-03-20,2212764,5667100,5671000,5644800
2015-03-19,1230348,5645200,5669600,5621200
2015-03-18,1762169,5577300,5665100,5535000
2015-03-17,1443991,5582900,5606400,5544100
2015-03-16,1840931,5569300,5637500,5513200
2015-03-13,1769482,5592300,5643600,5503300
2015-03-12,1779635,5584800,5618400,5555300
2015-03-11,2025341,5598000,5641800,5554100
2015-03-10,2002985,5684750,5697620,5598200
2015-03-09,1174148,5709200,5754500,5690500
2015-03-06,1877842,582,5827800,5720600
2015-03-05,1795117,5796200,5832000,5782300
2015-03-04,1897566,5769700,5816300,5725200
2015-03-03,2526019,5763500,5808500,5705000
2015-03-02,2515699,567,5759900,5631500
2015-02-27,3414672,5581500,5694200,5570300
2015-02-26,2700734,5457400,5601299,5450900
2015-02-25,2041250,5384400,5495700,5380100
2015-02-24,1421363,5315500,5394000,531
2015-02-23,1642529,539,5393000,532
2015-02-20,1911661,5475800,5475800,5381000
2015-02-19,1541664,5424700,5468600,5407500
2015-02-18,1462015,5438200,5475500,5395500
2015-02-17,1957516,5511600,553,5432600
2015-02-13,2298660,5475100,5525400,5466000
2015-02-12,2427255,5396600,5483400,537
2015-02-11,1914093,5397300,5419500,536
2015-02-10,2367572,5321500,541,5291725
2015-02-09,1513810,5310600,5338800,5275500
2015-02-06,2144723,5310100,5402150,5286500
2015-02-05,1658557,5279300,5306900,5256400
2015-02-04,1692531,5331400,5367460,5250300
2015-02-03,2352437,5299400,5374500,5268100
2015-02-02,3765337,5343200,5365000,5217200
2015-01-30,6053660,519,5431000,5181800
2015-01-29,3889925,5129000,5151900,5034800
2015-01-28,1784237,525,5256900,5123500
2015-01-27,1956292,5314000,5327800,5208612
2015-01-26,1546251,5415000,5415000,5320700
2015-01-23,2295988,5380300,5454100,5357508
2015-01-22,2799380,523,5388400,5219100
2015-01-21,2316928,5108400,5218510,5095900
2015-01-20,2340379,5127700,5156100,5093700
2015-01-16,2482675,5031500,5108500,5030900
2015-01-15,2553978,5088900,5097500,5020100
2015-01-14,2633957,5004200,5082600,4981600
2015-01-13,3049845,5025700,5086000,4972600
2015-01-12,2855348,4992400,5002800,4909100
2015-01-09,2097137,5081800,5086000,4986500
2015-01-08,3661816,5015100,5075000,4950200
2015-01-07,2345062,5109500,5114900,5036500
2015-01-06,2727897,5205000,5212100,5055500
2015-01-05,2054120,5271500,5279899,5177500
2015-01-02,1325271,5326000,5358000,5278800
2014-12-31,1235889,5377400,5384000,5302000
2014-12-30,1046686,5349600,5378400,5336100
2014-12-29,2217828,5405000,5439300,5371600
2014-12-26,1113425,5369300,5432500,5354900
2014-12-24,737848,5388200,5402900,5351000
2014-12-23,2877193,5345100,5423000,5337200
2014-12-22,3315632,5206100,5329700,5205900
2014-12-19,4804183,5169900,5208100,5088600
2014-12-18,3873317,5159900,5162500,5065600
2014-12-17,3636510,4998600,5090700,4991100
2014-12-16,4343007,5136000,5155800,4971900
2014-12-15,2618113,5237600,5253700,5153970
2014-12-12,2370357,5274400,5322400,5214600
2014-12-11,2071269,5300100,5370400,5291600
2014-12-10,2315070,5359000,5393600,5274900
2014-12-09,2166487,5258750,5366500,5234100
2014-12-08,3231114,5292200,5338150,527
2014-12-05,3067025,5367000,5382000,5272600
2014-12-04,1630810,5376400,5426900,5348900
2014-12-03,1623977,5375000,5414050,5352100
2014-12-02,2073746,5394500,5418500,5346570
2014-12-01,1991727,5450900,5487900,5386200
2014-11-28,1210061,547,5496000,5444801
2014-11-26,1480222,5492300,5498800,5452300
2014-11-25,1901867,5472100,5525000,5469100
2014-11-24,1651178,5465700,5511900,5441500
2014-11-21,2495482,5510400,5510400,545
2014-11-20,1749993,5420900,5453800,5415000
2014-11-19,1514254,5447500,5482200,5391900
2014-11-18,1821114,5479300,5527900,5438000
2014-11-17,1672965,5551900,5551900,5444400
2014-11-14,1424141,558,558,5525100
2014-11-13,1509412,5608100,5608199,5540900
2014-11-12,1091207,5611500,5612500,5555000
2014-11-11,1096715,5585200,5625000,5562419
2014-11-10,1298160,5524000,5606300,5516200
2014-11-07,1588998,5556000,5556000,5493500
2014-11-06,1649048,5555000,5567990,5505800
2014-11-05,1638667,5667900,5669000,5541500
2014-11-04,1384902,5611600,5647900,5583000
2014-11-03,1541486,5635300,5671500,5616300
2014-10-31,2339196,5683000,5687300,5648100
2014-10-30,1611177,5582500,5625000,5521300
2014-10-29,2052623,5608500,5649700,5559800
2014-10-28,1731315,5517100,5592000,5504300
2014-10-27,1596722,5477600,554,5472000
2014-10-24,2172669,5549800,555,5451600
2014-10-23,2150880,5482800,5574000,5455000
2014-10-22,2973468,5410500,5507600,5402300
2014-10-21,2459395,5372700,5387700,5302000
2014-10-20,2747409,5204500,5331600,5191400
2014-10-17,5992238,5404500,5434500,5184100
2014-10-16,3784199,527,5409900,5249500
2014-10-15,3808148,5420800,5439150,5284220
2014-10-14,2608672,5501400,5586300,5445000
2014-10-13,2751949,5551300,5608750,5444300
2014-10-10,2978506,5674700,5752300,5550100
2014-10-09,2407643,5816100,5825300,5690300
2014-10-08,2206710,5747900,5846900,5676400
2014-10-07,1544014,5849000,5858500,5741000
2014-10-06,1285696,5899500,5924000,5854000
2014-10-03,1211716,5841000,5882900,5835000
2014-10-02,1541071,578,5832400,5740500
2014-10-01,1447666,5868000,5887200,5780200
2014-09-30,1571469,5874900,591,5845000
2014-09-29,1142659,5818300,5893100,5815700
2014-09-26,1288870,5859300,5895739,585
2014-09-25,1665860,5969900,5980700,5847400
2014-09-24,1757807,5915700,6001100,5903000
2014-09-23,1401711,595,5966500,5902400
2014-09-22,1782194,6025000,6038000,5931200
2014-09-19,4184064,5994900,6054000,5977600
2014-09-18,1493346,5950500,5975600,5930200
2014-09-17,1711642,5895100,5960700,5871200
2014-09-16,1578274,5809500,5901500,5809500
2014-09-15,1544649,5822400,5839200,5770100
2014-09-12,1848820,5903900,5914800,5832800
2014-09-11,1499553,590,5919450,5860400
2014-09-10,1156693,5917400,5937200,5871400
2014-09-09,1571006,6002700,6006000,5904800
2014-09-08,1598620,5991400,6035200,5980231
2014-09-05,1798013,5951300,5985000,5935500
2014-09-04,1630391,5921300,598,5906000
2014-09-03,1578792,5917300,5944900,5865000
2014-09-02,1581444,5829500,5893000,5824000
2014-08-29,1205814,5823500,5828999,5782400
2014-08-28,1405713,5800200,5847100,5778800
2014-08-27,1363287,5878100,5893700,5809000
2014-08-26,1470046,592,5920500,5874500
2014-08-25,1295469,5947700,5955800,5892600
2014-08-22,876231,5932700,5949900,5898000
2014-08-21,1131118,5949000,5952500,5911010
2014-08-20,967253,5969500,5969900,5930010
2014-08-19,1040746,5955900,5978100,5944400
2014-08-18,1464370,5871000,5950500,5865500
2014-08-15,1723366,5875000,5894700,5807600
2014-08-14,1272369,5866900,5878000,5809200
2014-08-13,1898211,5764500,5861250,5752000
2014-08-12,1390807,575,5759000,5699100
2014-08-11,1171290,579,5796900,5752980
2014-08-08,1493324,5720200,5795639,5690200
2014-08-07,1162124,5760500,5783100,5694300
2014-08-06,1322760,5695000,5786440,5674500
2014-08-05,1648328,5793800,5802000,5703100
2014-08-04,1516299,5765100,5838200,5722600
2014-08-01,2209772,5785550,5834300,5703000
2014-07-31,2307214,5889600,5919899,5776800
2014-07-30,1215052,5958100,5984500,5927000
2014-07-29,1364289,5977000,5984900,5921700
2014-07-28,1357713,5977500,6010980,5925900
2014-07-25,1359950,5992500,601,5957500
2014-07-24,1293149,6055300,6089100,601
2014-07-23,1105900,6020500,6070500,6013500
2014-07-22,1879176,5997000,6088900,5992576
2014-07-21,2237320,6013500,6041600,5944500
2014-07-18,4869149,6030100,6067000,5909200
2014-07-17,2906223,5889700,5895000,5768500
2014-07-16,1440365,5968900,597,5902500
2014-07-15,1672965,5951500,5952999,5853100
2014-07-14,1951055,5906000,5948600,5866930
2014-07-11,1511384,581,5882300,5805750
2014-07-10,1434626,573,5852500,5721001
2014-07-09,1371057,5789500,5841000,577
